transaction_id,user_id,recipient_id,recipient_name,recipient_upi,amount,timestamp,transaction_type,device_id,location,is_known_recipient,is_known_device,recent_transaction_count,failed_attempts,scenario_id,label
TXN_U043_04356,U043,REC_U043_01,Daily Fresh,dailyfresh@paytm,1270.0,2026-06-28T17:52:58.986929,P2P,DEV_SARA_ONEPLUS_12,Mumbai,True,True,2,0,NORMAL,LEGITIMATE
TXN_U019_01849,U019,REC_U019_01,Apna Bazaar,apnabazaar@paytm,340.0,2026-06-28T18:15:59.099084,P2P,DEV_ADVAITH_IPHONE15,Pune,True,True,2,0,NORMAL,LEGITIMATE
TXN_U057_05727,U057,REC_U057_01,Kirana Store,kiranastore@paytm,1470.0,2026-06-28T18:18:29.942539,P2M,DEV_VIHAAN_IPHONE15,Hyderabad,True,True,3,0,NORMAL,LEGITIMATE
TXN_U045_04525,U045,REC_U045_01,Reliance Smart,reliancesmart@paytm,280.0,2026-06-28T18:23:34.813498,P2P,DEV_ROSHNI_ONEPLUS_12,Pune,True,True,3,0,NORMAL,LEGITIMATE
TXN_U045_04566,U045,REC_U045_04,Adani Electricity,adanielectricity@billpay,1280.0,2026-06-28T18:25:17.027361,P2P,DEV_ROSHNI_ONEPLUS_12,Pune,True,True,3,0,NORMAL,LEGITIMATE
TXN_U069_07043,U069,REC_U069_03,Saanvi Yadav,saanvi.fam@phonepe,1490.0,2026-06-28T18:29:36.461153,P2P,DEV_ISHA_PIXEL8,Ahmedabad,True,True,3,0,NORMAL,LEGITIMATE
TXN_U072_07333,U072,REC_U072_02,Kavya Kapoor (Landlord),kavya.rent@okhdfcbank,3930.0,2026-06-28T18:32:07.570589,P2P,DEV_ADVAITH_GALAXY_S24,Bengaluru,True,True,1,0,NORMAL,LEGITIMATE
TXN_U016_01589,U016,REC_U016_04,MSEDCL,msedcl@billpay,510.0,2026-06-28T18:36:30.855081,P2P,DEV_FATIMA_GALAXY_S24,Ahmedabad,True,True,1,0,NORMAL,LEGITIMATE
TXN_U031_03099,U031,REC_U031_03,Fatima Menon,fatima.fam@phonepe,1210.0,2026-06-28T18:40:03.786210,P2P,DEV_ADVAITH_GALAXY_S24,Mumbai,True,True,2,0,NORMAL,LEGITIMATE
TXN_U032_03181,U032,REC_U032_02,Navya Agarwal (Landlord),navya.rent@okhdfcbank,1110.0,2026-06-28T18:42:50.379070,P2P,DEV_ADVAITH_PIXEL8,Delhi-NCR,True,True,3,0,NORMAL,LEGITIMATE
TXN_U023_02265,U023,REC_U023_03,Navya Ghosh,navya.fam@phonepe,540.0,2026-06-28T18:44:55.720444,P2P,DEV_SIDDHARTH_ONEPLUS_12,Delhi-NCR,True,True,3,0,NORMAL,LEGITIMATE
TXN_U017_01643,U017,REC_U017_01,Nature Basket,naturebasket@paytm,290.0,2026-06-28T18:45:00.391355,P2P,DEV_FATIMA_PIXEL8,Pune,True,True,2,0,NORMAL,LEGITIMATE
TXN_U098_09957,U098,REC_U098_04,Tata Power,tatapower@billpay,2850.0,2026-06-28T18:45:14.866000,P2P,DEV_AVANI_REDMI_NOTE13,Ahmedabad,True,True,2,0,NORMAL,LEGITIMATE
TXN_U045_04496,U045,REC_U045_01,Reliance Smart,reliancesmart@paytm,1700.0,2026-06-28T18:54:06.442257,P2P,DEV_ROSHNI_ONEPLUS_12,Pune,True,True,2,0,NORMAL,LEGITIMATE
TXN_U042_04202,U042,REC_U042_02,Aanya Menon (Landlord),aanya.rent@okhdfcbank,100.0,2026-06-28T19:06:37.878560,P2P,DEV_RIYA_ONEPLUS_12,Bengaluru,True,True,2,0,NORMAL,LEGITIMATE
TXN_U028_02727,U028,REC_U028_01,Reliance Smart,reliancesmart@paytm,260.0,2026-06-28T19:47:20.519681,P2P,DEV_MANISH_PIXEL8,Delhi-NCR,True,True,1,0,NORMAL,LEGITIMATE
TXN_U062_06288,U062,REC_U062_04,Airtel Fiber,airtelfiber@billpay,2790.0,2026-06-28T20:00:36.648722,P2P,DEV_SIDDHARTH_GALAXY_S24,Mumbai,True,True,1,0,NORMAL,LEGITIMATE
TXN_U005_00464,U005,REC_U005_03,Vikram Menon,vikram.fam@phonepe,340.0,2026-06-28T20:01:01.417589,P2P,DEV_VIKRAM_ONEPLUS_12,Ahmedabad,True,True,3,0,NORMAL,LEGITIMATE
TXN_U061_06185,U061,REC_U061_03,Tanvi Ghosh,tanvi.fam@phonepe,2370.0,2026-06-28T20:02:00.222760,P2P,DEV_GAURAV_GALAXY_S24,Pune,True,True,3,0,NORMAL,LEGITIMATE
TXN_U094_09559,U094,REC_U094_03,Krishna Kapoor,krishna.fam@phonepe,2170.0,2026-06-28T20:22:38.296443,P2P,DEV_SAANVI_ONEPLUS_12,Ahmedabad,True,True,1,0,NORMAL,LEGITIMATE
TXN_U005_00433,U005,REC_U005_01,Apna Bazaar,apnabazaar@paytm,140.0,2026-06-28T20:24:27.235720,P2P,DEV_VIKRAM_ONEPLUS_12,Ahmedabad,True,True,2,0,NORMAL,LEGITIMATE
TXN_U038_03780,U038,REC_U038_04,BESCOM,bescom@billpay,760.0,2026-06-28T20:32:36.733671,P2P,DEV_DHRUV_GALAXY_S24,Mumbai,True,True,3,0,NORMAL,LEGITIMATE
TXN_U095_09683,U095,REC_U095_01,Reliance Smart,reliancesmart@paytm,3510.0,2026-06-28T20:39:31.603086,P2P,DEV_AVANI_MACBOOK_PRO,Ahmedabad,True,True,3,0,NORMAL,LEGITIMATE
TXN_U097_09886,U097,REC_U097_03,Fatima Iyer,fatima.fam@phonepe,3220.0,2026-06-28T20:54:03.241491,P2P,DEV_AADHYA_GALAXY_S24,Chennai,True,True,3,0,NORMAL,LEGITIMATE
TXN_U033_03240,U033,REC_U033_01,Daily Fresh,dailyfresh@paytm,1310.0,2026-06-28T20:58:30.761498,P2P,DEV_SWATI_GALAXY_S24,Mumbai,True,True,1,0,NORMAL,LEGITIMATE
TXN_U020_01994,U020,REC_U020_01,Nature Basket,naturebasket@paytm,300.0,2026-06-28T21:07:36.870660,P2P,DEV_PARI_IPHONE15,Bengaluru,True,True,1,0,NORMAL,LEGITIMATE
TXN_U099_10095,U099,REC_U099_02,Riya Rao (Landlord),riya.rent@okhdfcbank,5680.0,2026-06-28T21:09:14.520497,P2P,DEV_PALLAVI_REDMI_NOTE13,Hyderabad,True,True,1,0,NORMAL,LEGITIMATE
TXN_U044_04432,U044,REC_U044_01,Reliance Smart,reliancesmart@paytm,980.0,2026-06-28T21:10:31.530170,P2P,DEV_MANISH_ONEPLUS_12,Pune,True,True,2,0,NORMAL,LEGITIMATE
TXN_U093_09499,U093,REC_U093_01,Reliance Smart,reliancesmart@paytm,2790.0,2026-06-28T21:16:57.380925,P2P,DEV_ADITYA_IPHONE15,Pune,True,True,1,0,NORMAL,LEGITIMATE
TXN_U029_02903,U029,REC_U029_03,Diya Das,diya.fam@phonepe,1320.0,2026-06-28T21:24:02.626398,P2P,DEV_SWATI_GALAXY_S24,Ahmedabad,True,True,2,0,NORMAL,LEGITIMATE
TXN_U014_01391,U014,REC_U014_03,Dhruv Kapoor,dhruv.fam@phonepe,490.0,2026-06-28T21:39:43.896642,P2P,DEV_KRISHNA_GALAXY_S24,Kolkata,True,True,1,0,NORMAL,LEGITIMATE
TXN_U013_01282,U013,REC_U013_01,Kirana Store,kiranastore@paytm,470.0,2026-06-28T22:35:24.747185,P2M,DEV_AARYAN_IPHONE15,Delhi-NCR,True,True,2,0,NORMAL,LEGITIMATE
TXN_U094_09575,U094,REC_U094_01,Apna Bazaar,apnabazaar@paytm,680.0,2026-06-28T22:39:43.978104,P2P,DEV_SAANVI_ONEPLUS_12,Ahmedabad,True,True,2,0,NORMAL,LEGITIMATE
TXN_U053_05374,U053,REC_U053_01,Reliance Smart,reliancesmart@paytm,1290.0,2026-06-28T22:45:33.325299,P2P,DEV_SHAURYA_PIXEL8,Pune,True,True,3,0,NORMAL,LEGITIMATE
TXN_U097_09901,U097,REC_NEW_9901,Rohan Deshmukh,rohan.d88@okaxis,2980.0,2026-06-28T22:55:12.357357,P2P,DEV_AADHYA_GALAXY_S24,Chennai,False,True,1,0,NEW_RECIPIENT,LEGITIMATE
TXN_U078_07949,U078,REC_U078_02,Suresh Patel (Landlord),suresh.rent@okhdfcbank,46800.0,2026-06-28T23:01:32.074719,RENT,DEV_KIARA_PIXEL8,Pune,True,True,1,0,LEGITIMATE_HIGH_VALUE,LEGITIMATE
TXN_U064_06530,U064,REC_U064_02,Ayaan Nair (Landlord),ayaan.rent@okhdfcbank,1700.0,2026-06-28T23:40:29.831521,P2P,DEV_VIVAAN_PIXEL8,Ahmedabad,True,True,3,0,NORMAL,LEGITIMATE
TXN_U064_06503,U064,REC_U064_03,Navya Patel,navya.fam@phonepe,2840.0,2026-06-28T23:43:21.901852,P2P,DEV_VIVAAN_PIXEL8,Ahmedabad,True,True,1,0,NORMAL,LEGITIMATE
TXN_U033_03243,U033,REC_U033_02,Swati Bhatia (Landlord),swati.rent@okhdfcbank,28600.0,2026-06-28T23:53:12.396216,RENT,DEV_SWATI_GALAXY_S24,Mumbai,True,True,1,0,LEGITIMATE_HIGH_VALUE,LEGITIMATE
TXN_U005_00420,U005,R201,Suresh Nair (Landlord),suresh.nair@okhdfcbank,50000.0,2026-06-29T00:32:45.729537,RENT,DEV_VIKRAM_ONEPLUS_12,Ahmedabad,True,True,1,0,LEGITIMATE_HIGH_VALUE,LEGITIMATE
TXN_U045_04550,U045,REC_U045_02,Shaurya Agarwal (Landlord),shaurya.rent@okhdfcbank,20800.0,2026-06-29T02:16:24.258222,RENT,DEV_ROSHNI_ONEPLUS_12,Pune,True,True,1,0,LEGITIMATE_HIGH_VALUE,LEGITIMATE
TXN_U008_00773,U008,REC_SUSP_773,Amit Kumar,amit.kumar89@okaxis,45000.0,2026-06-29T02:47:12.102973,P2P,DEV_UNKNOWN_EMULATOR_773,Delhi-NCR,False,False,1,0,MULTI_SIGNAL_ANOMALY,ATO
TXN_U051_05132,U051,REC_RAPID_5132,QuickTransfer Agent,rapidpay@okhdfc,1440.0,2026-06-29T03:20:17.199906,P2P,DEV_ADVAITH_IPHONE15,Kolkata,False,True,6,2,VELOCITY_ANOMALY,SUSPICIOUS
TXN_U039_03953,U039,REC_U039_02,Fatima Ghosh (Landlord),fatima.rent@okhdfcbank,39800.0,2026-06-29T03:44:14.405905,RENT,DEV_ANUSHKA_ONEPLUS_12,Kolkata,True,True,1,0,LEGITIMATE_HIGH_VALUE,LEGITIMATE
TXN_U080_08178,U080,REC_U080_01,Daily Fresh,dailyfresh@paytm,3880.0,2026-06-29T07:21:34.905772,P2P,DEV_POOJA_REDMI_NOTE13,Delhi-NCR,True,True,2,0,NORMAL,LEGITIMATE
TXN_U078_07965,U078,REC_U078_04,Airtel Fiber,airtelfiber@billpay,3530.0,2026-06-29T08:11:06.326215,P2P,DEV_KIARA_PIXEL8,Pune,True,True,3,0,NORMAL,LEGITIMATE
TXN_U043_04298,U043,REC_U043_01,Daily Fresh,dailyfresh@paytm,640.0,2026-06-29T08:34:18.976547,P2P,DEV_SARA_ONEPLUS_12,Mumbai,True,True,3,0,NORMAL,LEGITIMATE
TXN_U048_04881,U048,REC_U048_01,Daily Fresh,dailyfresh@paytm,1060.0,2026-06-29T08:48:07.777453,P2P,DEV_AYAAN_MACBOOK_PRO,Chennai,True,True,3,0,NORMAL,LEGITIMATE
TXN_U041_04122,U041,REC_U041_01,Daily Fresh,dailyfresh@paytm,540.0,2026-06-29T08:49:42.571887,P2P,DEV_ARJUN_ONEPLUS_12,Pune,True,True,3,0,NORMAL,LEGITIMATE
TXN_U080_08103,U080,REC_U080_02,Sujata Yadav (Landlord),sujata.rent@okhdfcbank,3740.0,2026-06-29T09:14:53.406031,P2P,DEV_POOJA_REDMI_NOTE13,Delhi-NCR,True,True,3,0,NORMAL,LEGITIMATE
TXN_U062_06234,U062,REC_U062_02,Kavya Kulkarni (Landlord),kavya.rent@okhdfcbank,23500.0,2026-06-29T09:17:37.360370,RENT,DEV_SIDDHARTH_GALAXY_S24,Mumbai,True,True,1,0,LEGITIMATE_HIGH_VALUE,LEGITIMATE
TXN_U025_02463,U025,REC_U025_02,Fatima Chopra (Landlord),fatima.rent@okhdfcbank,1010.0,2026-06-29T09:32:44.663635,P2P,DEV_ANUSHKA_REDMI_NOTE13,Hyderabad,True,True,3,0,NORMAL,LEGITIMATE
TXN_U083_08420,U083,REC_U083_01,Daily Fresh,dailyfresh@paytm,5840.0,2026-06-29T09:51:48.869301,P2P,DEV_MANISH_IPHONE15,Kolkata,True,True,1,0,NORMAL,LEGITIMATE
TXN_U010_00964,U010,REC_U010_04,Airtel Fiber,airtelfiber@billpay,110.0,2026-06-29T09:51:55.733614,P2P,DEV_PALLAVI_ONEPLUS_12,Ahmedabad,True,True,3,0,NORMAL,LEGITIMATE
TXN_U085_08689,U085,REC_U085_03,Shaurya Rao,shaurya.fam@phonepe,1970.0,2026-06-29T10:13:35.298056,P2P,DEV_AARYAN_REDMI_NOTE13,Chennai,True,True,1,0,NORMAL,LEGITIMATE
TXN_U003_00253,U003,REC_U003_03,Arjun Singhal,arjun.fam@phonepe,600.0,2026-06-29T10:14:10.426874,P2P,DEV_SURESH_MACBOOK_PRO,Pune,True,True,2,0,NORMAL,LEGITIMATE
TXN_U028_02808,U028,REC_U028_02,Gaurav Chopra (Landlord),gaurav.rent@okhdfcbank,17600.0,2026-06-29T10:14:29.153582,RENT,DEV_MANISH_PIXEL8,Delhi-NCR,True,True,1,0,LEGITIMATE_HIGH_VALUE,LEGITIMATE
TXN_U062_06301,U062,REC_U062_01,Daily Fresh,dailyfresh@paytm,5070.0,2026-06-29T10:16:18.381758,P2M,DEV_UNRECOGNIZED_HARDWARE_6301,Mumbai,True,False,1,0,NEW_DEVICE,SUSPICIOUS
TXN_U030_02957,U030,REC_U030_01,Nature Basket,naturebasket@paytm,1380.0,2026-06-29T10:28:09.813349,P2P,DEV_KRISHNA_ONEPLUS_12,Mumbai,True,True,1,0,NORMAL,LEGITIMATE
TXN_U050_05014,U050,REC_U050_01,Daily Fresh,dailyfresh@paytm,1164.0,2026-06-29T10:35:29.318658,P2M,DEV_FATIMA_PIXEL8,Kolkata,True,True,1,0,LOCATION_DEVIATION,LEGITIMATE
TXN_U097_09853,U097,REC_U097_01,Reliance Smart,reliancesmart@paytm,1890.0,2026-06-29T10:40:08.738859,P2P,DEV_AADHYA_GALAXY_S24,Chennai,True,True,3,0,NORMAL,LEGITIMATE
TXN_U008_00701,U008,REC_U008_01,Kirana Store,kiranastore@paytm,400.0,2026-06-29T10:46:10.293522,P2M,DEV_SHREYA_MACBOOK_PRO,Delhi-NCR,True,True,3,0,NORMAL,LEGITIMATE
TXN_U100_10212,U100,REC_U100_04,Adani Electricity,adanielectricity@billpay,4040.0,2026-06-29T11:05:29.110158,P2P,DEV_ANANYA_ONEPLUS_12,Bengaluru,True,True,1,0,NORMAL,LEGITIMATE
TXN_U088_08909,U088,REC_U088_01,Apna Bazaar,apnabazaar@paytm,8400.0,2026-06-29T11:06:46.069249,P2P,DEV_PRIYA_REDMI_NOTE13,Delhi-NCR,True,True,3,0,NORMAL,LEGITIMATE
TXN_U018_01748,U018,REC_U018_04,BESCOM,bescom@billpay,360.0,2026-06-29T11:18:54.424763,P2P,DEV_SUJATA_GALAXY_S24,Bengaluru,True,True,3,0,NORMAL,LEGITIMATE
TXN_U008_00705,U008,REC_U008_03,Rahul Ghosh,rahul.fam@phonepe,360.0,2026-06-29T11:24:42.081318,P2P,DEV_SHREYA_MACBOOK_PRO,Delhi-NCR,True,True,3,0,NORMAL,LEGITIMATE
TXN_U059_05997,U059,REC_U059_03,Diya Rao,diya.fam@phonepe,1310.0,2026-06-29T11:26:23.803638,P2P,DEV_SAANVI_ONEPLUS_12,Pune,True,True,1,0,NORMAL,LEGITIMATE
TXN_U098_09962,U098,REC_U098_02,Amit Das (Landlord),amit.rent@okhdfcbank,42100.0,2026-06-29T11:38:07.762965,RENT,DEV_AVANI_REDMI_NOTE13,Ahmedabad,True,True,1,0,LEGITIMATE_HIGH_VALUE,LEGITIMATE
TXN_U059_05935,U059,REC_U059_03,Diya Rao,diya.fam@phonepe,1840.0,2026-06-29T11:43:07.345631,P2P,DEV_SAANVI_ONEPLUS_12,Pune,True,True,1,0,NORMAL,LEGITIMATE
TXN_U076_07703,U076,REC_U076_01,Apna Bazaar,apnabazaar@paytm,52560.0,2026-06-29T11:45:49.077198,P2M,DEV_KIARA_GALAXY_S24,Delhi-NCR,True,True,1,0,AMOUNT_SPIKE,UNUSUAL_LEGITIMATE
TXN_U047_04731,U047,REC_U047_04,Airtel Fiber,airtelfiber@billpay,1160.0,2026-06-29T11:47:22.813508,P2P,DEV_VIKRAM_MACBOOK_PRO,Chennai,True,True,1,0,NORMAL,LEGITIMATE
TXN_U016_01526,U016,REC_U016_01,Daily Fresh,dailyfresh@paytm,330.0,2026-06-29T11:50:16.904863,P2P,DEV_FATIMA_GALAXY_S24,Ahmedabad,True,True,1,0,NORMAL,LEGITIMATE
TXN_U062_06262,U062,REC_U062_01,Daily Fresh,dailyfresh@paytm,60840.0,2026-06-29T12:22:26.118906,P2M,DEV_SIDDHARTH_GALAXY_S24,Mumbai,True,True,1,0,AMOUNT_SPIKE,UNUSUAL_LEGITIMATE
TXN_U036_03637,U036,REC_U036_02,Sai Ghosh (Landlord),sai.rent@okhdfcbank,1350.0,2026-06-29T12:25:45.663247,P2P,DEV_KAVYA_MACBOOK_PRO,Chennai,True,True,1,0,NORMAL,LEGITIMATE
TXN_U040_03998,U040,REC_U040_02,Advaith Chatterjee (Landlord),advaith.rent@okhdfcbank,980.0,2026-06-29T12:37:53.369235,P2P,DEV_KRISHNA_IPHONE15,Pune,True,True,3,0,NORMAL,LEGITIMATE
TXN_U004_00332,U004,REC_U004_01,Nature Basket,naturebasket@paytm,160.0,2026-06-29T12:38:31.093935,P2P,DEV_SURESH_MACBOOK_PRO,Pune,True,True,2,0,NORMAL,LEGITIMATE
TXN_U039_03899,U039,REC_U039_01,Kirana Store,kiranastore@paytm,1300.0,2026-06-29T12:41:31.621445,P2M,DEV_ANUSHKA_ONEPLUS_12,Kolkata,True,True,1,0,NORMAL,LEGITIMATE
TXN_U039_03952,U039,REC_MULE_3952,FastCash Verification Agent,mule.kyc@ybl,75000.0,2026-06-29T12:57:09.524006,P2P,DEV_SCAM_DEVICE_3952,Kolkata,False,False,4,2,SOCIAL_ENGINEERING,COERCION
TXN_U089_09037,U089,REC_U089_02,Sujata Pillai (Landlord),sujata.rent@okhdfcbank,1460.0,2026-06-29T13:01:05.215795,P2P,DEV_SAANVI_MACBOOK_PRO,Bengaluru,True,True,1,0,NORMAL,LEGITIMATE
TXN_U086_08777,U086,REC_U086_02,Shaurya Chatterjee (Landlord),shaurya.rent@okhdfcbank,7580.0,2026-06-29T13:35:55.516115,P2P,DEV_SWATI_GALAXY_S24,Pune,True,True,1,0,NORMAL,LEGITIMATE
TXN_U094_09543,U094,REC_NEW_9543,Rohan Deshmukh,rohan.d88@okaxis,2120.0,2026-06-29T13:36:51.318378,P2P,DEV_SAANVI_ONEPLUS_12,Ahmedabad,False,True,1,0,NEW_RECIPIENT,LEGITIMATE
TXN_U011_01040,U011,REC_U011_03,Meera Rao,meera.fam@phonepe,200.0,2026-06-29T13:47:54.727212,P2P,DEV_VIHAAN_REDMI_NOTE13,Delhi-NCR,True,True,3,0,NORMAL,LEGITIMATE
TXN_U098_09939,U098,REC_U098_03,Sujata Iyer,sujata.fam@phonepe,4670.0,2026-06-29T13:51:31.341010,P2P,DEV_AVANI_REDMI_NOTE13,Ahmedabad,True,True,1,0,NORMAL,LEGITIMATE
TXN_U029_02849,U029,REC_U029_03,Diya Das,diya.fam@phonepe,1070.0,2026-06-29T13:58:16.195069,P2P,DEV_SWATI_GALAXY_S24,Ahmedabad,True,True,1,0,NORMAL,LEGITIMATE
TXN_U051_05152,U051,REC_U051_04,Adani Electricity,adanielectricity@billpay,1390.0,2026-06-29T14:03:18.175881,P2P,DEV_ADVAITH_IPHONE15,Kolkata,True,True,2,0,NORMAL,LEGITIMATE
TXN_U052_05234,U052,REC_U052_02,Aditya Mehta (Landlord),aditya.rent@okhdfcbank,300.0,2026-06-29T14:04:42.749827,P2P,DEV_ANUSHKA_MACBOOK_PRO,Pune,True,True,1,0,NORMAL,LEGITIMATE
TXN_U092_09386,U092,REC_U092_02,Dhruv Kulkarni (Landlord),dhruv.rent@okhdfcbank,16900.0,2026-06-29T14:05:00.634964,RENT,DEV_SAANVI_ONEPLUS_12,Delhi-NCR,True,True,1,0,LEGITIMATE_HIGH_VALUE,LEGITIMATE
TXN_U099_10057,U099,REC_U099_03,Vihaan Joshi,vihaan.fam@phonepe,20.0,2026-06-29T14:13:42.844817,P2P,DEV_PALLAVI_REDMI_NOTE13,Hyderabad,True,True,3,0,NORMAL,LEGITIMATE
TXN_U047_04732,U047,REC_NEW_4732,Rohan Deshmukh,rohan.d88@okaxis,1020.0,2026-06-29T14:25:36.961429,P2P,DEV_VIKRAM_MACBOOK_PRO,Chennai,False,True,1,0,NEW_RECIPIENT,LEGITIMATE
TXN_U040_03963,U040,REC_U040_04,MSEDCL,msedcl@billpay,810.0,2026-06-29T14:27:14.041895,P2P,DEV_KRISHNA_IPHONE15,Pune,True,True,3,0,NORMAL,LEGITIMATE
TXN_U086_08745,U086,REC_U086_02,Shaurya Chatterjee (Landlord),shaurya.rent@okhdfcbank,4770.0,2026-06-29T14:54:49.663601,P2P,DEV_SWATI_GALAXY_S24,Pune,True,True,2,0,NORMAL,LEGITIMATE
TXN_U069_06971,U069,REC_NEW_6971,Rohan Deshmukh,rohan.d88@okaxis,2150.0,2026-06-29T14:56:29.382388,P2P,DEV_ISHA_PIXEL8,Ahmedabad,False,True,1,0,NEW_RECIPIENT,LEGITIMATE
TXN_U079_07979,U079,REC_U079_01,Nature Basket,naturebasket@paytm,1940.0,2026-06-29T15:04:02.523613,P2P,DEV_DHRUV_PIXEL8,Chennai,True,True,3,0,NORMAL,LEGITIMATE
TXN_U064_06523,U064,REC_U064_01,Daily Fresh,dailyfresh@paytm,2480.0,2026-06-29T15:13:14.513481,P2P,DEV_VIVAAN_PIXEL8,Ahmedabad,True,True,1,0,NORMAL,LEGITIMATE
TXN_U045_04559,U045,REC_U045_03,Pooja Gupta,pooja.fam@phonepe,1490.0,2026-06-29T15:16:12.283876,P2P,DEV_ROSHNI_ONEPLUS_12,Pune,True,True,3,0,NORMAL,LEGITIMATE
TXN_U002_00118,U002,REC_U002_01,Daily Fresh,dailyfresh@paytm,100.0,2026-06-29T15:17:10.926878,P2P,DEV_SARA_PIXEL8,Mumbai,True,True,2,0,NORMAL,LEGITIMATE
TXN_U074_07478,U074,REC_U074_02,Tanvi Das (Landlord),tanvi.rent@okhdfcbank,3820.0,2026-06-29T15:22:11.909835,P2P,DEV_SHREYA_REDMI_NOTE13,Bengaluru,True,True,3,0,NORMAL,LEGITIMATE
TXN_U042_04257,U042,REC_U042_03,Reyansh Sharma,reyansh.fam@phonepe,1170.0,2026-06-29T15:22:48.360839,P2P,DEV_RIYA_ONEPLUS_12,Bengaluru,True,True,2,0,NORMAL,LEGITIMATE
TXN_U055_05519,U055,REC_U055_01,Kirana Store,kiranastore@paytm,250.0,2026-06-29T15:29:36.308565,P2M,DEV_GAURAV_IPHONE15,Kolkata,True,True,1,0,NORMAL,LEGITIMATE
TXN_U036_03580,U036,REC_U036_01,Daily Fresh,dailyfresh@paytm,310.0,2026-06-29T15:39:49.938353,P2P,DEV_KAVYA_MACBOOK_PRO,Chennai,True,True,3,0,NORMAL,LEGITIMATE
TXN_U002_00112,U002,REC_U002_01,Daily Fresh,dailyfresh@paytm,250.0,2026-06-29T15:43:00.595638,P2P,DEV_SARA_PIXEL8,Mumbai,True,True,3,0,NORMAL,LEGITIMATE
TXN_U096_09745,U096,REC_U096_03,Gaurav Yadav,gaurav.fam@phonepe,3390.0,2026-06-29T15:57:31.916720,P2P,DEV_AADHYA_IPHONE15,Hyderabad,True,True,1,0,NORMAL,LEGITIMATE
TXN_U091_09234,U091,REC_U091_02,Amit Pillai (Landlord),amit.rent@okhdfcbank,9320.0,2026-06-29T15:59:50.488830,P2P,DEV_ARNAV_ONEPLUS_12,Hyderabad,True,True,3,0,NORMAL,LEGITIMATE
TXN_U024_02324,U024,REC_U024_04,Airtel Fiber,airtelfiber@billpay,660.0,2026-06-29T16:02:03.696197,P2P,DEV_VIKRAM_MACBOOK_PRO,Pune,True,True,1,0,NORMAL,LEGITIMATE
TXN_U052_05244,U052,REC_U052_01,Apna Bazaar,apnabazaar@paytm,370.0,2026-06-29T16:09:43.191848,P2P,DEV_ANUSHKA_MACBOOK_PRO,Pune,True,True,2,0,NORMAL,LEGITIMATE
TXN_U053_05327,U053,REC_U053_04,MSEDCL,msedcl@billpay,1120.0,2026-06-29T16:14:35.930379,P2P,DEV_SHAURYA_PIXEL8,Pune,True,True,1,0,NORMAL,LEGITIMATE
TXN_U030_02970,U030,REC_U030_04,MSEDCL,msedcl@billpay,1580.0,2026-06-29T16:26:30.820931,P2P,DEV_KRISHNA_ONEPLUS_12,Mumbai,True,True,3,0,NORMAL,LEGITIMATE
TXN_U048_04840,U048,REC_U048_02,Avani Das (Landlord),avani.rent@okhdfcbank,27700.0,2026-06-29T16:58:05.135197,RENT,DEV_AYAAN_MACBOOK_PRO,Chennai,True,True,1,0,LEGITIMATE_HIGH_VALUE,LEGITIMATE
TXN_U066_06693,U066,REC_U066_01,Nature Basket,naturebasket@paytm,3855.0,2026-06-29T17:05:53.266968,P2M,DEV_UNRECOGNIZED_HARDWARE_6693,Ahmedabad,True,False,1,0,NEW_DEVICE,SUSPICIOUS
TXN_U085_08626,U085,REC_U085_01,Daily Fresh,dailyfresh@paytm,8980.0,2026-06-29T17:19:16.095910,P2P,DEV_AARYAN_REDMI_NOTE13,Chennai,True,True,2,0,NORMAL,LEGITIMATE
TXN_U025_02489,U025,REC_U025_03,Sujata Yadav,sujata.fam@phonepe,890.0,2026-06-29T17:27:12.064926,P2P,DEV_ANUSHKA_REDMI_NOTE13,Hyderabad,True,True,2,0,NORMAL,LEGITIMATE
TXN_U015_01448,U015,REC_U015_04,Adani Electricity,adanielectricity@billpay,460.0,2026-06-29T17:27:25.557510,P2P,DEV_RIYA_REDMI_NOTE13,Mumbai,True,True,3,0,NORMAL,LEGITIMATE
TXN_U073_07361,U073,REC_U073_03,Advik Menon,advik.fam@phonepe,2790.0,2026-06-29T17:27:41.215929,P2P,DEV_SARA_REDMI_NOTE13,Chennai,True,True,3,0,NORMAL,LEGITIMATE
TXN_U021_02006,U021,REC_U021_01,Daily Fresh,dailyfresh@paytm,910.0,2026-06-29T17:31:49.477829,P2P,DEV_PALLAVI_ONEPLUS_12,Bengaluru,True,True,1,0,NORMAL,LEGITIMATE
TXN_U016_01548,U016,REC_U016_01,Daily Fresh,dailyfresh@paytm,360.0,2026-06-29T17:50:27.580937,P2P,DEV_FATIMA_GALAXY_S24,Ahmedabad,True,True,2,0,NORMAL,LEGITIMATE
TXN_U028_02802,U028,REC_U028_04,MSEDCL,msedcl@billpay,850.0,2026-06-29T18:01:31.762321,P2P,DEV_MANISH_PIXEL8,Delhi-NCR,True,True,2,0,NORMAL,LEGITIMATE
TXN_U030_02932,U030,REC_U030_02,Suresh Nair (Landlord),suresh.rent@okhdfcbank,20400.0,2026-06-29T18:07:27.534899,RENT,DEV_KRISHNA_ONEPLUS_12,Mumbai,True,True,1,0,LEGITIMATE_HIGH_VALUE,LEGITIMATE
